"beta","gamma2","sigma2","n_clusters","R_per_cluster","replication","estimated_beta","lower_confint","upper_confint","ratio"
1,1,1,10,16,66,1.33961028841612,0.273923590963481,2.40529698586876,"50:1"
1,1,1,10,16,67,1.78985082819917,0.528620144875219,3.05108151152313,"50:1"
1,1,1,10,16,68,0.636023897487413,-0.776781016611058,2.04882881158588,"50:1"
1,1,1,10,16,69,-0.39647057183602,-1.51290260258471,0.719961458912667,"50:1"
1,1,1,10,16,70,1.72265723017429,0.507118952555325,2.93819550779325,"50:1"
1,1,1,10,16,71,1.63736420741692,-0.0913305971694978,3.36605901200334,"50:1"
1,1,1,10,16,72,-0.120482162004187,-0.987131326442766,0.746167002434392,"50:1"
1,1,1,10,16,73,1.48882324157591,0.107639021164096,2.87000746198771,"50:1"
1,1,1,10,16,74,0.83209141515458,-0.207044101725261,1.87122693203442,"50:1"
1,1,1,10,16,75,1.56580102015767,-0.341701519412915,3.47330355972826,"50:1"
1,1,1,10,16,76,1.22999953250026,-0.0470868418816759,2.5070859068822,"50:1"
1,1,1,10,16,77,1.04097852882189,-0.151708600492684,2.23366565813647,"50:1"
1,1,1,10,16,78,0.675188987084773,-0.0727164071894735,1.42309438135902,"50:1"
1,1,1,10,16,79,1.46026118509124,0.0873455846958548,2.83317678548662,"50:1"
1,1,1,10,16,80,0.26648914458721,-1.49443786698167,2.02741615615609,"50:1"
1,1,1,10,16,81,2.06670188091755,0.614934095363797,3.5184696664713,"50:1"
1,1,1,10,16,82,0.130364830789813,-1.16912829272549,1.42985795430511,"50:1"
1,1,1,10,16,83,1.25396044307235,0.374677217448329,2.13324366869637,"50:1"
